案例编号,测试轮次,最优设置,最优分数
4,181,"(1, 0, 1, 1)",28.66
4,182,"(1, 0, 1, 1)",29.22
4,183,"(1, 0, 1, 1)",28.69
4,184,"(1, 0, 1, 1)",28.81
4,185,"(1, 0, 1, 1)",29.26
4,186,"(1, 0, 1, 1)",29.05
4,187,"(1, 0, 1, 1)",28.67
4,188,"(1, 0, 1, 1)",28.47
4,189,"(1, 0, 1, 1)",28.66
4,190,"(1, 0, 1, 1)",28.57
4,191,"(1, 0, 1, 1)",29.41
4,192,"(1, 0, 1, 1)",28.66
4,193,"(1, 0, 1, 1)",28.71
4,194,"(1, 0, 1, 1)",28.79
4,195,"(1, 0, 1, 1)",28.57
4,196,"(1, 0, 1, 1)",28.84
4,197,"(1, 0, 1, 1)",29.16
4,198,"(1, 0, 1, 1)",28.67
4,199,"(1, 0, 1, 1)",29.23
4,200,"(1, 0, 1, 1)",28.62
5,1,"(0, 1, 0, 1)",29.41
5,2,"(0, 1, 0, 1)",29.15
5,3,"(0, 1, 0, 1)",29.26
5,4,"(0, 1, 0, 1)",30.05
5,5,"(0, 1, 0, 1)",30.07
5,6,"(0, 1, 0, 1)",29.09
5,7,"(0, 1, 0, 1)",29.18
5,8,"(0, 1, 1, 1)",28.15
5,9,"(0, 1, 0, 1)",29.52
5,10,"(0, 1, 0, 1)",29.89
5,11,"(0, 1, 0, 1)",29.56
5,12,"(0, 1, 0, 1)",29.56
5,13,"(0, 1, 1, 1)",28.07
5,14,"(0, 1, 0, 1)",29.8
5,15,"(0, 1, 0, 1)",29.45
5,16,"(0, 1, 0, 1)",28.9
5,17,"(0, 1, 0, 1)",29.64
5,18,"(0, 1, 0, 1)",29.65
5,19,"(0, 1, 1, 1)",28.38
5,20,"(0, 1, 0, 1)",29.79
5,21,"(0, 1, 1, 1)",27.96
5,22,"(0, 1, 1, 1)",28.44
5,23,"(0, 1, 1, 1)",28.31
5,24,"(0, 1, 0, 1)",29.41
5,25,"(0, 1, 0, 1)",29.18
5,26,"(0, 1, 1, 1)",28.57
5,27,"(0, 1, 1, 1)",28.46
5,28,"(0, 1, 1, 1)",28.57
5,29,"(0, 1, 0, 1)",29.19
5,30,"(0, 1, 0, 1)",29.65
5,31,"(0, 1, 1, 1)",28.87
5,32,"(0, 1, 0, 1)",28.9
5,33,"(0, 1, 0, 1)",28.87
5,34,"(0, 1, 1, 1)",28.31
5,35,"(0, 1, 0, 1)",29.42
5,36,"(0, 1, 0, 1)",30.43
5,37,"(0, 1, 1, 1)",28.64
5,38,"(0, 1, 0, 1)",28.61
5,39,"(0, 1, 0, 1)",29.58
5,40,"(0, 1, 0, 1)",28.91
5,41,"(0, 1, 0, 1)",29.0
5,42,"(0, 1, 0, 1)",29.03
5,43,"(0, 1, 0, 1)",28.88
5,44,"(0, 1, 0, 1)",29.17
5,45,"(0, 1, 0, 1)",29.55
5,46,"(0, 1, 0, 1)",29.7
5,47,"(0, 1, 0, 1)",30.16
5,48,"(0, 1, 0, 1)",28.83
5,49,"(0, 1, 0, 1)",29.1
5,50,"(0, 1, 1, 1)",28.73
5,51,"(0, 1, 0, 1)",29.29
5,52,"(0, 1, 0, 1)",30.46
5,53,"(0, 1, 0, 1)",30.98
5,54,"(0, 1, 0, 1)",29.29
5,55,"(0, 1, 1, 1)",28.64
5,56,"(0, 1, 1, 1)",28.62
5,57,"(0, 1, 0, 1)",28.82
5,58,"(0, 1, 0, 1)",28.63
5,59,"(0, 1, 0, 1)",28.61
5,60,"(0, 1, 0, 1)",28.79
5,61,"(0, 1, 1, 1)",28.37
5,62,"(0, 1, 1, 1)",28.37
5,63,"(0, 1, 0, 1)",29.0
5,64,"(0, 1, 0, 1)",29.0
5,65,"(0, 1, 0, 1)",30.31
5,66,"(0, 1, 0, 1)",30.02
5,67,"(0, 1, 1, 1)",28.51
5,68,"(0, 1, 0, 1)",30.04
5,69,"(0, 1, 1, 1)",28.39
5,70,"(0, 1, 1, 1)",28.64
5,71,"(0, 1, 1, 1)",28.88
5,72,"(0, 1, 1, 1)",28.76
5,73,"(0, 1, 1, 1)",28.43
5,74,"(0, 1, 0, 1)",28.87
5,75,"(0, 1, 0, 1)",28.67
5,76,"(0, 1, 0, 1)",28.7
5,77,"(0, 1, 1, 1)",28.52
5,78,"(0, 1, 0, 1)",30.25
5,79,"(0, 1, 0, 1)",29.82
5,80,"(0, 1, 1, 1)",28.31
5,81,"(0, 1, 0, 1)",29.34
5,82,"(0, 1, 0, 1)",30.62
5,83,"(0, 1, 0, 1)",30.32
5,84,"(0, 1, 0, 1)",29.47
5,85,"(0, 1, 0, 1)",28.79
5,86,"(0, 1, 1, 1)",28.49
5,87,"(0, 1, 0, 1)",29.59
5,88,"(0, 1, 1, 1)",28.41
5,89,"(0, 1, 1, 1)",28.87
5,90,"(0, 1, 1, 1)",28.35
5,91,"(0, 1, 0, 1)",28.83
5,92,"(0, 1, 1, 1)",28.44
5,93,"(0, 1, 1, 1)",28.8
5,94,"(0, 1, 1, 1)",28.35
5,95,"(0, 1, 0, 1)",30.23
5,96,"(0, 1, 1, 1)",28.78
5,97,"(0, 1, 1, 1)",28.55
5,98,"(0, 1, 1, 1)",28.55
5,99,"(0, 1, 0, 1)",30.65
5,100,"(0, 1, 0, 1)",28.72
5,101,"(0, 1, 1, 1)",28.57
5,102,"(0, 1, 0, 1)",29.11
5,103,"(0, 1, 0, 1)",30.22
5,104,"(0, 1, 1, 1)",28.49
5,105,"(0, 1, 1, 1)",28.5
5,106,"(0, 1, 0, 1)",28.9
5,107,"(0, 1, 0, 1)",29.14
5,108,"(0, 1, 0, 1)",28.63
5,109,"(0, 1, 0, 1)",29.07
5,110,"(0, 1, 0, 1)",29.25
5,111,"(0, 1, 1, 1)",28.55
5,112,"(0, 1, 1, 1)",28.33
5,113,"(0, 1, 0, 1)",28.97
5,114,"(0, 1, 0, 1)",29.2
5,115,"(0, 1, 1, 1)",28.39
5,116,"(0, 1, 1, 1)",28.75
5,117,"(0, 1, 1, 1)",28.85
5,118,"(0, 1, 1, 1)",28.71
5,119,"(0, 1, 0, 1)",28.87
5,120,"(0, 1, 0, 1)",29.76
5,121,"(0, 1, 1, 1)",28.52
5,122,"(0, 1, 1, 1)",28.75
5,123,"(0, 1, 0, 1)",29.05
5,124,"(0, 1, 0, 1)",30.44
5,125,"(0, 1, 0, 1)",28.93
5,126,"(0, 1, 1, 1)",28.53
5,127,"(0, 1, 1, 1)",28.82
5,128,"(0, 1, 0, 1)",30.25
5,129,"(0, 1, 1, 1)",28.89
5,130,"(0, 1, 0, 1)",31.14
5,131,"(0, 1, 0, 1)",30.3
5,132,"(0, 1, 1, 1)",28.54
5,133,"(0, 1, 1, 1)",28.89
5,134,"(0, 1, 1, 1)",28.52
5,135,"(0, 1, 0, 1)",29.55
5,136,"(0, 1, 1, 1)",28.65
5,137,"(0, 1, 1, 1)",28.36
5,138,"(0, 1, 1, 1)",28.19
5,139,"(0, 1, 0, 1)",29.31
5,140,"(0, 1, 1, 1)",28.41
5,141,"(0, 1, 0, 1)",29.06
5,142,"(0, 1, 0, 1)",29.66
5,143,"(0, 1, 0, 1)",28.98
5,144,"(0, 1, 1, 1)",28.6
5,145,"(0, 1, 0, 1)",29.69
5,146,"(0, 1, 0, 1)",30.57
5,147,"(0, 1, 0, 1)",28.6
5,148,"(0, 1, 0, 1)",30.12
5,149,"(0, 1, 0, 1)",29.89
5,150,"(0, 1, 0, 1)",29.72
5,151,"(0, 1, 0, 1)",30.75
5,152,"(0, 1, 1, 1)",28.32
5,153,"(0, 1, 1, 1)",28.45
5,154,"(0, 1, 0, 1)",29.23
5,155,"(0, 1, 0, 1)",29.17
5,156,"(0, 1, 1, 1)",28.85
5,157,"(0, 1, 0, 1)",30.1
5,158,"(0, 1, 0, 1)",28.91
5,159,"(0, 1, 0, 1)",28.77
5,160,"(0, 1, 1, 1)",28.77
5,161,"(0, 1, 1, 1)",28.55
5,162,"(0, 1, 0, 1)",30.53
5,163,"(0, 1, 0, 1)",28.66
5,164,"(0, 1, 0, 1)",29.19
5,165,"(0, 1, 1, 1)",28.83
5,166,"(0, 1, 0, 1)",29.96
5,167,"(0, 1, 1, 1)",28.09
5,168,"(0, 1, 0, 1)",29.9
5,169,"(0, 1, 1, 1)",28.28
5,170,"(0, 1, 0, 1)",28.75
5,171,"(0, 1, 0, 1)",29.01
5,172,"(0, 1, 0, 1)",28.65
5,173,"(0, 1, 1, 1)",28.32
5,174,"(0, 1, 0, 1)",28.71
5,175,"(0, 1, 0, 1)",29.03
5,176,"(0, 1, 1, 1)",28.28
5,177,"(0, 1, 0, 1)",29.43
5,178,"(0, 1, 1, 1)",28.88
5,179,"(0, 1, 1, 1)",28.71
5,180,"(0, 1, 0, 1)",29.52
5,181,"(0, 1, 0, 1)",29.77
5,182,"(0, 1, 0, 1)",30.48
5,183,"(0, 1, 0, 1)",28.89
5,184,"(0, 1, 0, 1)",30.74
5,185,"(0, 1, 0, 1)",29.99
5,186,"(0, 1, 0, 1)",28.98
5,187,"(0, 1, 0, 1)",29.9
5,188,"(0, 1, 0, 1)",31.12
5,189,"(0, 1, 1, 1)",28.51
5,190,"(0, 1, 0, 1)",29.8
5,191,"(0, 1, 1, 1)",28.03
5,192,"(0, 1, 0, 1)",30.83
5,193,"(0, 1, 1, 1)",28.81
5,194,"(0, 1, 1, 1)",28.65
5,195,"(0, 1, 0, 1)",28.78
5,196,"(0, 1, 0, 1)",29.27
5,197,"(0, 1, 0, 1)",29.05
5,198,"(0, 1, 1, 1)",28.47
5,199,"(0, 1, 0, 1)",29.05
5,200,"(0, 1, 1, 1)",28.7
6,1,"(1, 0, 0, 1)",29.92
6,2,"(0, 0, 0, 1)",32.8
6,3,"(1, 0, 0, 1)",25.78
6,4,"(1, 0, 0, 1)",27.28
6,5,"(0, 0, 0, 1)",30.69
6,6,"(1, 0, 0, 1)",27.54
6,7,"(1, 0, 0, 1)",25.36
6,8,"(1, 0, 0, 1)",29.0
6,9,"(1, 0, 0, 1)",29.88
6,10,"(0, 0, 0, 1)",30.02
6,11,"(1, 0, 0, 1)",30.27
6,12,"(1, 0, 0, 1)",28.77
6,13,"(1, 0, 0, 1)",30.67
6,14,"(1, 0, 0, 1)",31.06
6,15,"(1, 0, 0, 1)",26.9
6,16,"(1, 0, 0, 1)",30.1
6,17,"(1, 0, 0, 1)",29.83
6,18,"(1, 0, 0, 1)",29.42
6,19,"(0, 0, 0, 1)",25.93
6,20,"(1, 0, 0, 1)",26.4
6,21,"(1, 0, 0, 1)",30.77
6,22,"(1, 0, 0, 1)",31.35
6,23,"(1, 0, 0, 1)",29.78
6,24,"(1, 0, 0, 1)",25.8
6,25,"(1, 0, 0, 1)",30.31
6,26,"(0, 1, 0, 1)",28.31
6,27,"(1, 0, 0, 1)",30.69
6,28,"(1, 0, 0, 1)",31.16
6,29,"(1, 0, 0, 1)",30.22
6,30,"(1, 0, 0, 1)",25.78
6,31,"(1, 0, 0, 1)",27.43
6,32,"(0, 1, 0, 1)",27.08
6,33,"(1, 0, 0, 1)",31.38
6,34,"(1, 0, 0, 1)",29.49
6,35,"(1, 0, 0, 1)",25.73
6,36,"(1, 0, 0, 1)",26.97
6,37,"(1, 0, 0, 1)",28.63
6,38,"(1, 0, 0, 1)",28.9
6,39,"(0, 0, 0, 1)",30.53
6,40,"(1, 0, 0, 1)",25.62
6,41,"(1, 0, 0, 1)",30.5
6,42,"(1, 0, 0, 1)",26.41
6,43,"(1, 0, 0, 1)",27.35
6,44,"(0, 0, 0, 1)",28.51
6,45,"(1, 0, 0, 1)",27.51
6,46,"(1, 0, 0, 1)",30.8
6,47,"(1, 0, 0, 1)",27.57
6,48,"(1, 0, 0, 1)",30.66
6,49,"(1, 0, 0, 1)",29.27
6,50,"(1, 0, 0, 1)",30.25
6,51,"(1, 0, 0, 1)",28.24
6,52,"(1, 0, 0, 1)",30.95
6,53,"(1, 0, 0, 1)",30.62
6,54,"(1, 0, 0, 1)",28.45
6,55,"(1, 0, 0, 1)",29.97
6,56,"(1, 0, 0, 1)",28.02
6,57,"(1, 0, 0, 1)",24.96
6,58,"(1, 0, 0, 1)",25.56
6,59,"(1, 0, 0, 1)",27.57
6,60,"(1, 0, 0, 1)",31.41
6,61,"(1, 0, 0, 1)",29.25
6,62,"(1, 0, 0, 1)",27.03
6,63,"(1, 0, 0, 1)",29.74
6,64,"(1, 0, 0, 1)",26.53
6,65,"(1, 0, 0, 1)",30.98
6,66,"(1, 0, 0, 1)",25.6
6,67,"(1, 0, 0, 1)",26.62
6,68,"(1, 0, 0, 1)",26.39
6,69,"(1, 0, 0, 1)",30.79
6,70,"(0, 0, 0, 1)",28.12
6,71,"(0, 0, 0, 1)",31.88
6,72,"(0, 0, 0, 1)",28.34
6,73,"(1, 0, 0, 1)",28.9
6,74,"(1, 0, 0, 1)",31.0
6,75,"(1, 0, 0, 1)",26.76
6,76,"(1, 0, 0, 1)",25.72
6,77,"(1, 0, 0, 1)",30.49
6,78,"(0, 0, 0, 1)",27.36
6,79,"(1, 0, 0, 1)",26.8
6,80,"(0, 0, 0, 1)",28.03
6,81,"(0, 0, 0, 1)",27.3
6,82,"(1, 0, 0, 1)",31.12
6,83,"(1, 0, 0, 1)",26.94
6,84,"(1, 0, 0, 1)",30.99
6,85,"(1, 0, 0, 1)",30.99
6,86,"(0, 0, 0, 1)",26.4
6,87,"(1, 0, 0, 1)",26.97
6,88,"(1, 0, 0, 1)",26.41
6,89,"(1, 0, 0, 1)",27.67
6,90,"(1, 0, 0, 1)",26.75
6,91,"(1, 0, 0, 1)",25.69
6,92,"(1, 0, 0, 1)",28.8
6,93,"(1, 0, 0, 1)",29.62
6,94,"(0, 0, 0, 1)",26.83
6,95,"(1, 0, 0, 1)",27.79
6,96,"(1, 0, 0, 1)",26.33
6,97,"(1, 0, 0, 1)",27.24
6,98,"(1, 0, 0, 1)",26.56
6,99,"(1, 0, 0, 1)",30.78
6,100,"(1, 0, 0, 1)",30.69
6,101,"(1, 0, 0, 1)",28.63
6,102,"(1, 0, 0, 1)",29.83
6,103,"(1, 0, 0, 1)",28.59
6,104,"(0, 0, 0, 1)",31.73
6,105,"(1, 0, 0, 1)",26.18
6,106,"(0, 0, 0, 1)",28.12
6,107,"(1, 0, 0, 1)",31.07
6,108,"(1, 0, 0, 1)",25.97
6,109,"(1, 0, 0, 1)",31.41
6,110,"(0, 0, 0, 1)",27.4
6,111,"(1, 0, 0, 1)",30.64
6,112,"(1, 0, 0, 1)",26.78
6,113,"(1, 0, 0, 1)",28.03
6,114,"(0, 0, 0, 1)",27.21
6,115,"(1, 0, 0, 1)",28.8
6,116,"(1, 0, 0, 1)",30.58
6,117,"(0, 1, 0, 1)",30.15
6,118,"(1, 0, 0, 1)",31.31
6,119,"(1, 0, 0, 1)",28.04
6,120,"(1, 0, 0, 1)",30.25
6,121,"(1, 0, 0, 1)",28.61
6,122,"(1, 0, 0, 1)",26.12
6,123,"(0, 1, 0, 1)",29.9
6,124,"(1, 0, 0, 1)",25.52
6,125,"(1, 0, 0, 1)",27.78
6,126,"(0, 0, 0, 1)",30.49
6,127,"(1, 0, 0, 1)",26.7
6,128,"(1, 0, 0, 1)",25.78
6,129,"(1, 0, 0, 1)",30.27
6,130,"(1, 0, 0, 1)",26.18
6,131,"(1, 0, 0, 1)",31.42
6,132,"(0, 1, 0, 1)",26.58
6,133,"(0, 0, 0, 1)",29.3
6,134,"(1, 0, 0, 1)",27.99
6,135,"(1, 0, 0, 1)",30.09
6,136,"(1, 0, 0, 1)",27.29
6,137,"(0, 0, 0, 1)",28.22
6,138,"(1, 0, 0, 1)",29.38
6,139,"(1, 0, 0, 1)",30.25
6,140,"(1, 0, 0, 1)",30.44
6,141,"(1, 0, 0, 1)",29.91
6,142,"(1, 0, 0, 1)",30.9
6,143,"(1, 0, 0, 1)",26.98
6,144,"(0, 0, 0, 1)",26.61
6,145,"(0, 1, 0, 1)",26.3
6,146,"(1, 0, 0, 1)",28.21
6,147,"(1, 0, 0, 1)",29.94
6,148,"(1, 0, 0, 1)",25.42
6,149,"(1, 0, 0, 1)",26.4
6,150,"(1, 0, 0, 1)",26.61
6,151,"(1, 0, 0, 1)",28.69
6,152,"(1, 0, 0, 1)",27.96
6,153,"(1, 0, 0, 1)",28.79
6,154,"(1, 0, 0, 1)",30.17
6,155,"(1, 0, 0, 1)",28.68
6,156,"(1, 0, 0, 1)",29.62
6,157,"(0, 0, 0, 1)",31.27
6,158,"(1, 0, 0, 1)",26.97
6,159,"(1, 0, 0, 1)",30.86
6,160,"(1, 0, 0, 1)",25.95
6,161,"(0, 0, 0, 1)",27.46
6,162,"(1, 0, 0, 1)",26.29
6,163,"(1, 0, 0, 1)",31.09
6,164,"(1, 0, 0, 1)",29.04
6,165,"(1, 0, 0, 1)",26.77
6,166,"(1, 0, 0, 1)",27.78
6,167,"(1, 0, 0, 1)",27.68
6,168,"(1, 0, 0, 1)",30.08
6,169,"(1, 0, 0, 1)",25.76
6,170,"(0, 0, 0, 1)",31.46
6,171,"(1, 0, 0, 1)",30.4
6,172,"(1, 0, 0, 1)",29.94
6,173,"(1, 0, 0, 1)",26.21
6,174,"(1, 0, 0, 1)",27.72
6,175,"(1, 0, 0, 1)",29.68
6,176,"(1, 0, 0, 1)",28.54
6,177,"(1, 0, 0, 1)",29.13
6,178,"(1, 0, 0, 1)",30.65
6,179,"(1, 0, 0, 1)",30.32
6,180,"(1, 0, 0, 1)",26.78
6,181,"(1, 0, 0, 1)",28.71
6,182,"(1, 0, 0, 1)",27.67
6,183,"(1, 0, 0, 1)",28.44
6,184,"(1, 0, 0, 1)",28.63
6,185,"(1, 0, 0, 1)",28.45
6,186,"(1, 0, 0, 1)",28.72
6,187,"(1, 0, 0, 1)",30.27
6,188,"(1, 0, 0, 1)",26.0
6,189,"(1, 0, 0, 1)",30.02
6,190,"(1, 0, 0, 1)",26.0
6,191,"(1, 0, 0, 1)",28.79
6,192,"(0, 1, 0, 1)",27.66
6,193,"(1, 0, 0, 1)",27.07
6,194,"(1, 0, 0, 1)",30.12
6,195,"(0, 0, 0, 1)",28.51
6,196,"(1, 0, 0, 1)",28.17
6,197,"(1, 0, 0, 1)",31.38
6,198,"(1, 0, 0, 1)",29.14
6,199,"(1, 0, 0, 1)",31.25
6,200,"(1, 0, 0, 1)",30.48
